DH	INJV	Xt	Mt	XMt	NDH
-0.15019	10	0	0.1	0.00703	-150.18943
-0.40608	10	6.98511E-4	0.0993	0.01412	-406.08458
-0.39538	10	0.00139	0.09861	0.02125	-395.38138
-0.24268	10	0.00208	0.09792	0.02843	-242.67527
-0.27983	10	0.00276	0.09723	0.03566	-279.83246
-0.69435	10	0.00344	0.09656	0.04294	-694.35094
-0.10847	10	0.00412	0.09588	0.05027	-108.4661
0.09759	10	0.00479	0.09521	0.05765	97.58601
-0.57953	10	0.00545	0.09455	0.06508	-579.52692
-0.16018	10	0.00611	0.09388	0.07255	-160.17573
-0.2358	10	0.00676	0.09323	0.08008	-235.80223
-0.1412	10	0.00741	0.09258	0.08765	-141.19835
-0.29652	10	0.00806	0.09193	0.09528	-296.52499
-0.56461	10	0.0087	0.09128	0.10295	-564.60544
-0.37207	10	0.00933	0.09065	0.11067	-372.07428
-0.40612	10	0.00996	0.09001	0.11844	-406.12307
-0.11933	10	0.01059	0.08938	0.12626	-119.32959
-0.35054	10	0.01121	0.08875	0.13413	-350.54348
-0.45036	10	0.01182	0.08813	0.14205	-450.36317
-0.09396	10	0.01243	0.08751	0.15002	-93.95888
-0.42243	10	0.01304	0.0869	0.15804	-422.42851
-0.38646	10	0.01364	0.08629	0.1661	-386.45685
0.02859	10	0.01423	0.08568	0.17422	28.59055
-0.29441	10	0.01482	0.08508	0.18238	-294.40526
-0.27399	10	0.01541	0.08448	0.1906	-273.99437
0.01317	10	0.01599	0.08389	0.19886	13.16882
	--	0.01656	0.0833	--	
