          DH  INJV           Xt           Mt          XMt          NDH
  1117.56866   0.2      0.00000      0.00000      0.00000      0.00000
  2762.47647   2.0      0.00000      0.00000      0.00000      0.00000
  2751.80879   2.0      0.00000      0.00000      0.00000      0.00000
  2724.45431   2.0      0.00000      0.00000      0.00000      0.00000
  2700.11595   2.0      0.00000      0.00000      0.00000      0.00000
  2676.08277   2.0      0.00000      0.00000      0.00000      0.00000
  2655.30802   2.0      0.00000      0.00000      0.00000      0.00000
  2632.89596   2.0      0.00000      0.00000      0.00000      0.00000
  2609.57777   2.0      0.00000      0.00000      0.00000      0.00000
  2591.09741   2.0      0.00000      0.00000      0.00000      0.00000
  2565.84724   2.0      0.00000      0.00000      0.00000      0.00000
  2545.37813   2.0      0.00000      0.00000      0.00000      0.00000
  2523.61960   2.0      0.00000      0.00000      0.00000      0.00000
  2502.11590   2.0      0.00000      0.00000      0.00000      0.00000
  2483.78275   2.0      0.00000      0.00000      0.00000      0.00000
  2461.28797   2.0      0.00000      0.00000      0.00000      0.00000
  2447.28196   2.0      0.00000      0.00000      0.00000      0.00000
  2429.36488   2.0      0.00000      0.00000      0.00000      0.00000
  2415.80921   2.0      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
