DH	INJV	Xt	Mt	XMt	NDH
-25.03533	10	0	0.0994	0.05081	-3486.81487
-3.31632	10	0.00502	0.09871	0.10198	-461.88342
-1.73265	10	0.01	0.09802	0.1535	-241.3162
-1.61356	10	0.01494	0.09733	0.20537	-224.72955
-1.42177	10	0.01985	0.09665	0.2576	-198.01872
-1.03474	10	0.02472	0.09598	0.31019	-144.11435
-1.26753	10	0.02956	0.09531	0.36313	-176.53625
-1.19888	10	0.03437	0.09464	0.41642	-166.97455
-1.01587	10	0.03913	0.09398	0.47007	-141.48576
-1.2124	10	0.04387	0.09332	0.52408	-168.85762
	--	0.04857	0.09267	--	
