          DH  INJV           Xt           Mt          XMt          NDH
     0.73669   0.2      0.00000      0.00000      0.00000      0.00000
    26.37293   3.0      0.00000      0.00000      0.00000      0.00000
    26.36036   3.0      0.00000      0.00000      0.00000      0.00000
    22.70635   3.0      0.00000      0.00000      0.00000      0.00000
    19.65648   3.0      0.00000      0.00000      0.00000      0.00000
    17.50461   3.0      0.00000      0.00000      0.00000      0.00000
    15.09889   3.0      0.00000      0.00000      0.00000      0.00000
    13.20640   3.0      0.00000      0.00000      0.00000      0.00000
    12.50067   3.0      0.00000      0.00000      0.00000      0.00000
    10.42144   3.0      0.00000      0.00000      0.00000      0.00000
     8.51610   3.0      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
