          DH  INJV           Xt           Mt          XMt          NDH
    -0.09696   0.2      0.00000      0.00000      0.00000      0.00000
    -0.78648   3.0      0.00000      0.00000      0.00000      0.00000
    -0.69386   3.0      0.00000      0.00000      0.00000      0.00000
    -0.61810   3.0      0.00000      0.00000      0.00000      0.00000
    -0.57386   3.0      0.00000      0.00000      0.00000      0.00000
    -0.69980   3.0      0.00000      0.00000      0.00000      0.00000
    -0.63360   3.0      0.00000      0.00000      0.00000      0.00000
    -0.49759   3.0      0.00000      0.00000      0.00000      0.00000
    -0.40303   3.0      0.00000      0.00000      0.00000      0.00000
    -0.38924   3.0      0.00000      0.00000      0.00000      0.00000
    -0.42539   3.0      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
