DH	INJV	Xt	Mt	XMt	NDH
43.10338	12	0	1	0.09269	325.65261
44.94202	12	0.09192	0.99167	0.18615	339.54385
44.03182	12	0.18306	0.9834	0.28038	332.66715
43.45047	12	0.27343	0.97521	0.37538	328.27491
42.57842	12	0.36303	0.96708	0.47116	321.6865
41.66894	12	0.45185	0.95902	0.56771	314.81519
41.0788	12	0.5399	0.95102	0.66503	310.35659
40.75829	12	0.62719	0.94309	0.76313	307.93509
39.50227	12	0.71369	0.93522	0.86199	298.44565
39.02342	12	0.79943	0.92742	0.96163	294.82789
38.25901	12	0.88439	0.91968	1.06204	289.05267
37.35071	12	0.96858	0.912	1.16323	282.19032
36.79356	12	1.052	0.90438	1.26518	277.981
35.8546	12	1.13465	0.89683	1.36791	270.88696
35.26322	12	1.21652	0.88933	1.47141	266.41898
34.36532	12	1.29762	0.88189	1.57569	259.63524
33.27747	12	1.37795	0.87451	1.68073	251.41636
33.07951	12	1.45751	0.86719	1.78655	249.92076
32.50541	12	1.53629	0.85992	1.89314	245.58334
31.97902	12	1.61431	0.85271	2.0005	241.60635
	--	1.69155	0.84556	--	
