DH	INJV	Xt	Mt	XMt	NDH
4.7373	4	0	0.10638	0.21726	143.13822
16.10114	8	0.02305	0.10608	0.65358	243.24908
16.58641	8	0.06895	0.10549	1.09233	250.58033
16.44525	8	0.11459	0.10491	1.5335	248.44762
16.56024	8	0.15998	0.10432	1.97709	250.18487
16.70139	8	0.20511	0.10374	2.4231	252.31734
16.50424	8	0.24998	0.10317	2.87153	249.33891
16.53884	8	0.29459	0.10259	3.32238	249.86155
16.53116	8	0.33895	0.10202	3.77565	249.74552
16.49197	8	0.38305	0.10145	4.23135	249.15357
16.31017	8	0.42689	0.10089	4.68946	246.40693
16.59501	8	0.47047	0.10033	5.14999	250.71013
16.04266	8	0.5138	0.09977	5.61295	242.36561
16.01659	8	0.55687	0.09921	6.07832	241.97176
15.84348	8	0.59968	0.09866	6.54612	239.35647
15.98228	8	0.64223	0.09811	7.01634	241.45332
15.36062	8	0.68453	0.09756	7.48898	232.06156
15.40738	8	0.72657	0.09702	7.96403	232.76807
15.25457	8	0.76835	0.09648	8.44151	230.45947
15.28935	8	0.80987	0.09594	8.92141	230.98491
15.11099	8	0.85114	0.0954	9.40373	228.29026
14.95616	8	0.89215	0.09487	9.88847	225.95119
14.93022	8	0.9329	0.09434	10.37564	225.55934
14.61251	8	0.97339	0.09382	10.86522	220.75938
14.4834	8	1.01363	0.09329	11.35722	218.80889
14.41271	8	1.05361	0.09277	11.85164	217.7409
14.23278	8	1.09333	0.09225	12.34849	215.02268
14.00846	8	1.13279	0.09174	12.84775	211.63375
13.97399	8	1.172	0.09122	13.34944	211.11292
13.69024	8	1.21095	0.09071	13.85355	206.82615
13.40971	8	1.24964	0.0902	14.36007	202.58809
	--	1.28807	0.0897	--	
