DH	INJV	Xt	Mt	XMt	NDH
-500.04448	12	0	16.548	7.20072E-5	-293867.23363
-358.44937	12	0.00118	16.4101	1.44615E-4	-210654.30497
-299.63556	12	0.00235	16.27334	2.17822E-4	-176090.47863
-269.79703	12	0.00352	16.13772	2.91629E-4	-158554.90556
-231.64073	12	0.00467	16.00321	3.66037E-4	-136131.12731
-207.01588	12	0.00581	15.8698	4.41044E-4	-121659.54484
-187.15147	12	0.00694	15.73749	5.16652E-4	-109985.58362
-172.05279	12	0.00806	15.60624	5.9286E-4	-101112.35776
-156.10128	12	0.00918	15.47606	6.69667E-4	-91737.93799
-144.59503	12	0.01028	15.34694	7.47075E-4	-84975.92269
-132.4219	12	0.01137	15.21884	8.25083E-4	-77821.98971
-124.21185	12	0.01245	15.09178	9.03691E-4	-72997.09167
-107.6102	12	0.01352	14.96572	9.82899E-4	-63240.59467
-102.10351	12	0.01459	14.84067	0.00106	-60004.41475
-88.09151	12	0.01564	14.7166	0.00114	-51769.81266
-84.08063	12	0.01668	14.59351	0.00122	-49412.68741
-77.35238	12	0.01771	14.47139	0.00131	-45458.61477
-71.80086	12	0.01874	14.35022	0.00139	-42196.0883
-65.42074	12	0.01975	14.22999	0.00147	-38446.60121
-56.60676	12	0.02075	14.1107	0.00155	-33266.78592
	--	0.02175	13.99232	--	
