DH	INJV	Xt	Mt	XMt	NDH
0.97607	12	0	0.00783	5.91754	14.746
1.85187	12	0.04597	0.00777	11.8844	27.9773
2.35341	12	0.09155	0.0077	17.90057	35.55432
2.53442	12	0.13674	0.00764	23.96606	38.28898
2.86478	12	0.18155	0.00758	30.08085	43.27982
3.84668	12	0.22597	0.00751	36.24496	58.114
3.95008	12	0.27	0.00745	42.45839	59.67609
4.9198	12	0.31365	0.00739	48.72112	74.32616
5.44184	12	0.35691	0.00733	55.03317	82.21301
5.85577	12	0.39979	0.00726	61.39453	88.46642
5.90006	12	0.44228	0.0072	67.8052	89.13559
5.25622	12	0.48438	0.00714	74.26519	79.40868
5.74556	12	0.5261	0.00708	80.77449	86.8014
6.90547	12	0.56743	0.00702	87.3331	104.32491
5.52531	12	0.60837	0.00697	93.94103	83.47391
6.68368	12	0.64893	0.00691	100.59826	100.97409
5.71022	12	0.6891	0.00685	107.30482	86.26752
7.73912	12	0.72889	0.00679	114.06068	116.91927
6.7117	12	0.76829	0.00674	120.86586	101.39747
6.30475	12	0.8073	0.00668	127.72035	95.24946
	--	0.84593	0.00662	--	
