DH	INJV	Xt	Mt	XMt	NDH
-1.09965	4	0	0.0354	0.21762	-99.67858
-6.17932	8	0.00768	0.0353	0.65469	-280.06338
-6.44597	8	0.02298	0.03511	1.09418	-292.14887
-6.83436	8	0.0382	0.03491	1.5361	-309.75145
-5.06751	8	0.05333	0.03472	1.98044	-229.67329
-5.73877	8	0.06837	0.03452	2.42721	-260.09649
-4.96849	8	0.08333	0.03433	2.8764	-225.18533
-4.32755	8	0.0982	0.03414	3.32801	-196.13612
-4.12079	8	0.11298	0.03395	3.78205	-186.76542
-4.0785	8	0.12768	0.03376	4.23852	-184.84857
-3.77757	8	0.1423	0.03357	4.69741	-171.20946
-4.25558	8	0.15682	0.03339	5.15872	-192.8743
-4.13108	8	0.17127	0.0332	5.62246	-187.23172
-3.33304	8	0.18562	0.03301	6.08863	-151.06222
-3.22245	8	0.19989	0.03283	6.55722	-146.04994
-2.55988	8	0.21408	0.03265	7.02823	-116.02078
-3.19948	8	0.22818	0.03247	7.50167	-145.00928
-2.98598	8	0.24219	0.03228	7.97753	-135.33277
-2.49819	8	0.25612	0.0321	8.45582	-113.22478
-2.94528	8	0.26996	0.03193	8.93653	-133.48816
-2.464	8	0.28371	0.03175	9.41967	-111.67532
-2.59726	8	0.29738	0.03157	9.90523	-117.71505
-2.23047	8	0.31097	0.03139	10.39322	-101.0907
-2.26293	8	0.32446	0.03122	10.88363	-102.56196
-2.26953	8	0.33788	0.03104	11.37647	-102.86142
-2.45759	8	0.3512	0.03087	11.87173	-111.38439
-2.56259	8	0.36444	0.0307	12.36942	-116.14346
-1.98132	8	0.3776	0.03053	12.86953	-89.79864
-1.93968	8	0.39067	0.03036	13.37207	-87.91135
-2.2713	8	0.40365	0.03019	13.87703	-102.94153
-1.79504	8	0.41655	0.03002	14.38441	-81.35621
	--	0.42936	0.02985	--	
