DH	INJV	Xt	Mt	XMt	NDH
95.83743	12	0	0.1418	0.98065	482.62342
97.34718	12	0.1379	0.14062	1.96948	490.22631
96.05279	12	0.27464	0.13945	2.96647	483.70793
94.43575	12	0.41022	0.13828	3.97164	475.56478
93.48689	12	0.54464	0.13713	4.98498	470.78647
92.66383	12	0.6779	0.13599	6.00649	466.64164
92.33061	12	0.81	0.13485	7.03617	464.9636
91.41669	12	0.94095	0.13373	8.07403	460.36123
90.38149	12	1.07073	0.13261	9.12006	455.14812
88.17951	12	1.19936	0.13151	10.17426	444.05927
86.4809	12	1.32683	0.13041	11.23663	435.50528
84.74212	12	1.45314	0.12932	12.30718	426.74907
83.13332	12	1.57829	0.12824	13.38589	418.64736
81.50923	12	1.70228	0.12717	14.47278	410.46867
79.94032	12	1.82512	0.12611	15.56784	402.56788
78.42446	12	1.94679	0.12505	16.67108	394.93425
76.82517	12	2.0673	0.12401	17.78248	386.88045
75.46609	12	2.18666	0.12297	18.90206	380.03631
73.82215	12	2.30486	0.12194	20.02981	371.75765
72.64102	12	2.4219	0.12091	21.16573	365.80964
	--	2.53778	0.1199	--	
