DH	INJV	Xt	Mt	XMt	NDH
-13.6346	2	0	0.106	0.10894	-823.94219
-47.75105	8	0.01153	0.10585	0.54623	-721.40214
-50.68903	8	0.0575	0.10526	0.98594	-765.78782
-45.11577	8	0.10321	0.10468	1.42808	-681.58945
-41.16511	8	0.14866	0.1041	1.87265	-621.9046
-37.2147	8	0.19385	0.10352	2.31966	-562.22361
-34.23694	8	0.23879	0.10294	2.76909	-517.23679
-32.06831	8	0.28346	0.10237	3.22095	-484.47406
-28.98318	8	0.32788	0.1018	3.67524	-437.86531
-26.71466	8	0.37205	0.10123	4.13196	-403.59345
-25.62322	8	0.41595	0.10067	4.5911	-387.10441
-23.63209	8	0.4596	0.10011	5.05268	-357.02338
-22.29336	8	0.50299	0.09955	5.51669	-336.79841
-20.06932	8	0.54613	0.099	5.98313	-303.19856
-17.93736	8	0.589	0.09844	6.45199	-270.98977
-18.89534	8	0.63162	0.0979	6.92329	-285.46252
-17.7227	8	0.67398	0.09735	7.39701	-267.74685
-17.76643	8	0.71608	0.09681	7.87317	-268.40756
-14.86251	8	0.75793	0.09627	8.35175	-224.53639
-14.44682	8	0.79952	0.09573	8.83276	-218.25629
-13.84874	8	0.84085	0.0952	9.3162	-209.22072
-12.94085	8	0.88192	0.09467	9.80208	-195.5047
-12.92627	8	0.92274	0.09414	10.29038	-195.28445
-10.98762	8	0.9633	0.09361	10.78111	-165.99613
-9.92817	8	1.0036	0.09309	11.27427	-149.9905
-9.29217	8	1.04364	0.09257	11.76985	-140.38205
	--	1.08342	0.09205	--	
