DH	INJV	Xt	Mt	XMt	NDH
11.40231	12	0	0.03546	1.30717	172.26115
11.44826	12	0.04597	0.03516	2.62523	172.95529
11.29383	12	0.09155	0.03487	3.95418	170.6223
11.03694	12	0.13674	0.03458	5.29402	166.7413
10.85202	12	0.18155	0.03429	6.64476	163.94756
11.01912	12	0.22597	0.03401	8.0064	166.47204
10.92887	12	0.27	0.03372	9.37892	165.10869
10.23731	12	0.31365	0.03344	10.76234	154.66077
10.00391	12	0.35691	0.03316	12.15665	151.13466
9.81886	12	0.39979	0.03289	13.56185	148.33901
9.66658	12	0.44228	0.03261	14.97795	146.03849
9.90616	12	0.48438	0.03234	16.40494	149.65798
9.48899	12	0.5261	0.03207	17.84282	143.35553
9.62175	12	0.56743	0.0318	19.2916	145.36129
9.24284	12	0.60837	0.03154	20.75127	139.63679
9.25007	12	0.64893	0.03127	22.22183	139.74601
8.68604	12	0.6891	0.03101	23.70329	131.22495
8.97858	12	0.72889	0.03075	25.19564	135.64444
8.82821	12	0.76829	0.03049	26.69888	133.37283
8.25389	12	0.8073	0.03024	28.21301	124.69619
	--	0.84593	0.02998	--	
