DH	INJV	Xt	Mt	XMt	NDH
-13.7026	12	0	0.0126	3.67874	-207.01296
-5.46346	12	0.04597	0.0125	7.38814	-82.53952
-1.44679	12	0.09155	0.01239	11.12819	-21.85747
1.00791	12	0.13674	0.01229	14.8989	15.22712
5.80034	12	0.18155	0.01219	18.70026	87.62904
11.34816	12	0.22597	0.01208	22.53229	171.44301
15.54661	12	0.27	0.01198	26.39496	234.87139
18.31048	12	0.31365	0.01188	30.2883	276.62672
21.77229	12	0.35691	0.01178	34.21229	328.92638
20.24945	12	0.39979	0.01169	38.16693	305.91994
19.01	12	0.44228	0.01159	42.15223	287.19478
19.27337	12	0.48438	0.01149	46.16819	291.1737
18.48999	12	0.5261	0.0114	50.21481	279.33876
16.88227	12	0.56743	0.0113	54.29208	255.04996
15.91195	12	0.60837	0.01121	58.4	240.39087
15.30546	12	0.64893	0.01111	62.53859	231.22823
13.50329	12	0.6891	0.01102	66.70783	204.00187
13.91108	12	0.72889	0.01093	70.90772	210.16258
12.38542	12	0.76829	0.01084	75.13827	187.11356
11.91934	12	0.8073	0.01074	79.39948	180.07227
	--	0.84593	0.01065	--	
