DH	INJV	Xt	Mt	XMt	NDH
44.68995	12	0	1	0.09269	337.6394
44.84532	12	0.09192	0.99167	0.18615	338.8132
44.2176	12	0.18306	0.9834	0.28038	334.07074
43.67239	12	0.27343	0.97521	0.37538	329.95156
43.18901	12	0.36303	0.96708	0.47116	326.29953
42.24229	12	0.45185	0.95902	0.56771	319.14696
41.18662	12	0.5399	0.95102	0.66503	311.1712
40.87154	12	0.62719	0.94309	0.76313	308.79072
39.69957	12	0.71369	0.93522	0.86199	299.93635
39.23004	12	0.79943	0.92742	0.96163	296.38892
38.22747	12	0.88439	0.91968	1.06204	288.81435
37.38544	12	0.96858	0.912	1.16323	282.45272
37.00705	12	1.052	0.90438	1.26518	279.59389
36.26525	12	1.13465	0.89683	1.36791	273.98953
35.84648	12	1.21652	0.88933	1.47141	270.82565
35.00807	12	1.29762	0.88189	1.57569	264.49129
34.13745	12	1.37795	0.87451	1.68073	257.91361
33.20363	12	1.45751	0.86719	1.78655	250.8585
32.33708	12	1.53629	0.85992	1.89314	244.31158
31.64718	12	1.61431	0.85271	2.0005	239.09929
	--	1.69155	0.84556	--	
