DH	INJV	Xt	Mt	XMt	NDH
-0.93407	10	0	0.00995	0.3153	-209.43319
-0.22313	10	0.00312	0.00988	0.63281	-50.02948
-0.33967	10	0.00621	0.00981	0.95252	-76.15887
-0.43345	10	0.00928	0.00974	1.27443	-97.1864
-0.367	10	0.01233	0.00967	1.59854	-82.28661
-0.41107	10	0.01536	0.00961	1.92486	-92.16865
-0.3264	10	0.01836	0.00954	2.25338	-73.18486
-0.32384	10	0.02135	0.00947	2.5841	-72.60897
-0.32379	10	0.02431	0.00941	2.91702	-72.59961
-0.3186	10	0.02725	0.00934	3.25215	-71.43596
	--	0.03017	0.00928	--	
