DH	INJV	Xt	Mt	XMt	NDH
-1.04581	10	0	0.00995	0.3153	-234.48755
-0.80903	10	0.00312	0.00988	0.63281	-181.39696
-1.13446	10	0.00621	0.00981	0.95252	-254.36377
-0.81805	10	0.00928	0.00974	1.27443	-183.42034
-1.47207	10	0.01233	0.00967	1.59854	-330.05994
-0.30822	10	0.01536	0.00961	1.92486	-69.1068
0.12335	10	0.01836	0.00954	2.25338	27.65628
-0.85008	10	0.02135	0.00947	2.5841	-190.60128
-2.18583	10	0.02431	0.00941	2.91702	-490.09729
-0.32081	10	0.02725	0.00934	3.25215	-71.9315
	--	0.03017	0.00928	--	
