DH	INJV	Xt	Mt	XMt	NDH
0.03631	10	0	1	0.00703	3.63103
0.14902	10	0.00699	0.99301	0.01412	14.90209
0.91052	10	0.01392	0.98608	0.02125	91.05203
0.13036	10	0.02081	0.97919	0.02843	13.0356
0.27807	10	0.02765	0.97235	0.03566	27.80686
0.37691	10	0.03443	0.96556	0.04294	37.69078
0.29424	10	0.04117	0.95881	0.05027	29.42414
0.37294	10	0.04786	0.95211	0.05765	37.29381
0.79356	10	0.05451	0.94545	0.06508	79.35626
1.04096	10	0.0611	0.93884	0.07255	104.09555
0.58394	10	0.06764	0.93228	0.08008	58.39395
0.5205	10	0.07413	0.92576	0.08765	52.05006
0.32902	10	0.08058	0.91928	0.09528	32.9017
0.09172	10	0.08697	0.91285	0.10295	9.17183
0.36597	10	0.09332	0.90645	0.11067	36.59741
0.39282	10	0.09962	0.90011	0.11844	39.28191
0.5475	10	0.10587	0.8938	0.12626	54.74991
0.37082	10	0.11206	0.88754	0.13413	37.08178
0.2353	10	0.11821	0.88131	0.14205	23.52955
0.32423	10	0.12431	0.87513	0.15002	32.42332
0.19483	10	0.13037	0.86899	0.15804	19.48348
0.17308	10	0.13637	0.86289	0.1661	17.30753
0.04492	10	0.14232	0.85683	0.17422	4.49231
0.11966	10	0.14823	0.8508	0.18238	11.96573
	--	0.15408	0.84482	--	
