DH	INJV	Xt	Mt	XMt	NDH
0.13233	10	0	1	0.00703	13.23267
-0.3398	10	0.00699	0.99301	0.01412	-33.98038
0.00195	10	0.01392	0.98608	0.02125	0.1949
-0.20377	10	0.02081	0.97919	0.02843	-20.3767
-0.12871	10	0.02765	0.97235	0.03566	-12.87131
-0.04204	10	0.03443	0.96556	0.04294	-4.20422
-0.10794	10	0.04117	0.95881	0.05027	-10.79404
-0.05255	10	0.04786	0.95211	0.05765	-5.25548
0.01955	10	0.05451	0.94545	0.06508	1.95522
-0.0493	10	0.0611	0.93884	0.07255	-4.92951
-0.21594	10	0.06764	0.93228	0.08008	-21.59439
0.559	10	0.07413	0.92576	0.08765	55.89961
-0.25294	10	0.08058	0.91928	0.09528	-25.29384
-0.02396	10	0.08697	0.91285	0.10295	-2.39584
-0.06956	10	0.09332	0.90645	0.11067	-6.95617
-0.25267	10	0.09962	0.90011	0.11844	-25.26684
-0.1109	10	0.10587	0.8938	0.12626	-11.09043
-0.20728	10	0.11206	0.88754	0.13413	-20.72831
0.05013	10	0.11821	0.88131	0.14205	5.01302
-0.13012	10	0.12431	0.87513	0.15002	-13.01243
-0.0727	10	0.13037	0.86899	0.15804	-7.26978
-0.09553	10	0.13637	0.86289	0.1661	-9.55272
-0.01744	10	0.14232	0.85683	0.17422	-1.74356
-0.13652	10	0.14823	0.8508	0.18238	-13.65161
	--	0.15408	0.84482	--	
