DH	INJV	Xt	Mt	XMt	NDH
12.05261	4	0	0.1418	0.21732	273.12844
25.46038	8	0.03073	0.14141	0.65377	288.48328
27.68609	8	0.09193	0.14062	1.09264	313.70207
28.96521	8	0.15279	0.13984	1.53393	328.19532
27.3665	8	0.21331	0.13906	1.97765	310.08094
28.45716	8	0.27348	0.13828	2.42378	322.43883
28.92861	8	0.33331	0.13751	2.87234	327.78067
29.41651	8	0.39279	0.13675	3.32332	333.30894
29.93286	8	0.45193	0.13599	3.77672	339.15945
29.60414	8	0.51073	0.13523	4.23254	335.43493
29.22026	8	0.56919	0.13448	4.69078	331.0853
28.7967	8	0.6273	0.13373	5.15145	326.28602
28.95658	8	0.68507	0.13299	5.61453	328.09762
29.13685	8	0.74249	0.13224	6.08004	330.14018
28.43334	8	0.79957	0.13151	6.54797	322.16888
27.64668	8	0.85631	0.13078	7.01832	313.25551
28.23515	8	0.91271	0.13005	7.49109	319.92328
26.8772	8	0.96876	0.12932	7.96628	304.53686
27.41008	8	1.02447	0.1286	8.44389	310.57469
26.36133	8	1.07983	0.12788	8.92393	298.69164
26.70863	8	1.13485	0.12717	9.40639	302.62681
25.03673	8	1.18953	0.12646	9.89126	283.68305
25.46821	8	1.24387	0.12575	10.37856	288.57197
25.13952	8	1.29786	0.12505	10.86828	284.84772
24.05371	8	1.35151	0.12435	11.36042	272.54471
25.37794	8	1.40481	0.12366	11.85499	287.54918
23.80704	8	1.45777	0.12297	12.35197	269.74981
24.14326	8	1.51039	0.12228	12.85138	273.55943
23.03061	8	1.56267	0.1216	13.35321	260.95239
22.99991	8	1.6146	0.12091	13.85745	260.6045
22.5603	8	1.66619	0.12024	14.36412	255.62341
	--	1.71743	0.11956	--	
