DH	INJV	Xt	Mt	XMt	NDH
33.30376	4	0	0.13	0.44048	406.14338
91.04417	10	0.0571	0.12964	1.54705	444.11791
88.59857	10	0.19916	0.12874	2.66129	432.18813
86.14618	10	0.34023	0.12784	3.78319	420.22527
84.40136	10	0.48029	0.12695	4.91277	411.71393
82.42878	10	0.61936	0.12607	6.05001	402.09159
80.75628	10	0.75743	0.1252	7.19492	393.93307
79.12427	10	0.89451	0.12432	8.3475	385.97205
77.80635	10	1.03058	0.12346	9.50775	379.54315
75.68029	10	1.16567	0.1226	10.67567	369.17213
74.39928	10	1.29975	0.12175	11.85126	362.92331
72.89968	10	1.43284	0.1209	13.03451	355.60817
71.73432	10	1.56493	0.12006	14.22543	349.92354
70.27722	10	1.69602	0.11922	15.42402	342.81573
68.62263	10	1.82612	0.11839	16.63028	334.74455
67.69942	10	1.95522	0.11757	17.84421	330.24108
66.6475	10	2.08332	0.11675	19.06581	325.10977
64.70636	10	2.21043	0.11594	20.29508	315.64076
63.92721	10	2.33654	0.11513	21.53201	311.84005
62.19961	10	2.46165	0.11433	22.77661	303.41276
60.89013	10	2.58576	0.11353	24.02888	297.02501
60.167	10	2.70888	0.11273	25.28882	293.49755
58.32232	10	2.831	0.11195	26.55643	284.49914
57.89197	10	2.95213	0.11116	27.83171	282.39986
57.06342	10	3.07225	0.11039	29.11465	278.35814
55.50012	10	3.19139	0.10961	30.40527	270.73231
54.36924	10	3.30952	0.10885	31.70355	265.2158
53.89674	10	3.42666	0.10808	33.0095	262.91093
52.78122	10	3.5428	0.10733	34.32312	257.46935
51.28897	10	3.65794	0.10657	35.64441	250.1901
	--	3.77208	0.10583	--	
