DH	INJV	Xt	Mt	XMt	NDH
-5.27012	8	0	0.212	0.26389	-65.87653
-2.80657	8	0.05563	0.21082	0.52924	-35.08211
-0.24839	8	0.11095	0.20965	0.79606	-3.10485
1.57385	8	0.16596	0.20848	1.06435	19.67311
3.02198	8	0.22066	0.20732	1.33411	37.77472
4.02859	8	0.27505	0.20617	1.60533	50.35738
5.82073	8	0.32913	0.20502	1.87802	72.75913
6.43297	8	0.38289	0.20388	2.15219	80.41213
7.07583	8	0.43634	0.20274	2.42782	88.44788
8.30883	8	0.48949	0.20162	2.70491	103.86042
8.1392	8	0.54232	0.20049	2.98348	101.74005
8.9613	8	0.59484	0.19938	3.26351	112.01631
9.24357	8	0.64705	0.19827	3.54501	115.54464
9.587	8	0.69895	0.19716	3.82798	119.83752
9.99799	8	0.75053	0.19606	4.11242	124.97484
10.02941	8	0.80181	0.19497	4.39833	125.36756
10.88721	8	0.85277	0.19389	4.6857	136.09008
10.47511	8	0.90342	0.1928	4.97454	130.93887
10.63328	8	0.95376	0.19173	5.26485	132.91596
11.08734	8	1.0038	0.19066	5.55663	138.59172
10.34515	8	1.05351	0.1896	5.84988	129.3144
10.91639	8	1.10292	0.18854	6.14459	136.45484
10.61052	8	1.15202	0.18748	6.44078	132.63148
10.91906	8	1.2008	0.18644	6.73843	136.48819
10.48995	8	1.24928	0.1854	7.03755	131.12434
10.10134	8	1.29744	0.18436	7.33813	126.26679
10.57087	8	1.34529	0.18333	7.64019	132.13588
10.70992	8	1.39283	0.1823	7.94371	133.874
10.31261	8	1.44006	0.18128	8.2487	128.9076
10.68803	8	1.48698	0.18027	8.55516	133.60038
	--	1.53359	0.17926	--	
