DH	INJV	Xt	Mt	XMt	NDH
-15.67258	8	0	0.212	0.26389	-195.90723
-15.76401	8	0.05563	0.21082	0.52924	-197.05014
-15.32336	8	0.11095	0.20965	0.79606	-191.54195
-14.23166	8	0.16596	0.20848	1.06435	-177.89575
-13.19837	8	0.22066	0.20732	1.33411	-164.97959
-12.43767	8	0.27505	0.20617	1.60533	-155.47084
-11.46113	8	0.32913	0.20502	1.87802	-143.26413
-11.52105	8	0.38289	0.20388	2.15219	-144.0131
-10.23103	8	0.43634	0.20274	2.42782	-127.88785
-9.07235	8	0.48949	0.20162	2.70491	-113.40435
-8.68461	8	0.54232	0.20049	2.98348	-108.5576
-7.37263	8	0.59484	0.19938	3.26351	-92.15791
-6.69684	8	0.64705	0.19827	3.54501	-83.71055
-5.19381	8	0.69895	0.19716	3.82798	-64.92262
-5.42079	8	0.75053	0.19606	4.11242	-67.75981
-3.88261	8	0.80181	0.19497	4.39833	-48.53268
-3.76934	8	0.85277	0.19389	4.6857	-47.11673
-2.95155	8	0.90342	0.1928	4.97454	-36.89441
-2.83434	8	0.95376	0.19173	5.26485	-35.42929
-2.2552	8	1.0038	0.19066	5.55663	-28.18999
-2.24605	8	1.05351	0.1896	5.84988	-28.07563
-2.55903	8	1.10292	0.18854	6.14459	-31.98787
-1.03214	8	1.15202	0.18748	6.44078	-12.9017
-0.75853	8	1.2008	0.18644	6.73843	-9.4816
-1.1324	8	1.24928	0.1854	7.03755	-14.15494
-0.56603	8	1.29744	0.18436	7.33813	-7.0754
-0.02916	8	1.34529	0.18333	7.64019	-0.36453
-0.06946	8	1.39283	0.1823	7.94371	-0.86828
0.49794	8	1.44006	0.18128	8.2487	6.22422
0.2652	8	1.48698	0.18027	8.55516	3.31501
	--	1.53359	0.17926	--	
