          DH  INJV           Xt           Mt          XMt          NDH
     0.09534   0.5      0.00000      0.00000      0.00000      0.00000
     0.00191   0.5      0.00000      0.00000      0.00000      0.00000
    -0.10828   0.5      0.00000      0.00000      0.00000      0.00000
    -0.08567   0.5      0.00000      0.00000      0.00000      0.00000
    -0.03398   0.5      0.00000      0.00000      0.00000      0.00000
     0.02720   0.5      0.00000      0.00000      0.00000      0.00000
     0.03463   0.5      0.00000      0.00000      0.00000      0.00000
    -0.15072   0.5      0.00000      0.00000      0.00000      0.00000
    -0.15863   0.5      0.00000      0.00000      0.00000      0.00000
    -0.12879   0.5      0.00000      0.00000      0.00000      0.00000
    -0.07506   1.0      0.00000      0.00000      0.00000      0.00000
     0.02635   1.0      0.00000      0.00000      0.00000      0.00000
    -0.01771   1.0      0.00000      0.00000      0.00000      0.00000
    -0.11335   1.0      0.00000      0.00000      0.00000      0.00000
    -0.07991   1.0      0.00000      0.00000      0.00000      0.00000
    -0.09431   1.0      0.00000      0.00000      0.00000      0.00000
     0.00074   1.0      0.00000      0.00000      0.00000      0.00000
     0.07375   1.0      0.00000      0.00000      0.00000      0.00000
    -0.03197   1.0      0.00000      0.00000      0.00000      0.00000
    -0.07432   1.0      0.00000      0.00000      0.00000      0.00000
    -0.08870   2.0      0.00000      0.00000      0.00000      0.00000
     0.04554   2.0      0.00000      0.00000      0.00000      0.00000
     0.08178   2.0      0.00000      0.00000      0.00000      0.00000
     0.14714   2.0      0.00000      0.00000      0.00000      0.00000
     0.04070   2.0      0.00000      0.00000      0.00000      0.00000
    -0.05073   2.0      0.00000      0.00000      0.00000      0.00000
    -0.04696   2.0      0.00000      0.00000      0.00000      0.00000
    -0.09810   2.0      0.00000      0.00000      0.00000      0.00000
     0.00186   2.0      0.00000      0.00000      0.00000      0.00000
    -0.02456   2.0      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
