          DH  INJV           Xt           Mt          XMt          NDH
     0.01950   0.1      0.00000      0.00000      0.00000      0.00000
    -0.08986   0.1      0.00000      0.00000      0.00000      0.00000
    -0.23855   0.2      0.00000      0.00000      0.00000      0.00000
    -0.29521   0.4      0.00000      0.00000      0.00000      0.00000
    -0.28511   0.8      0.00000      0.00000      0.00000      0.00000
    -0.61077   1.6      0.00000      0.00000      0.00000      0.00000
    -1.09437   3.2      0.00000      0.00000      0.00000      0.00000
    -1.79178   6.4      0.00000      0.00000      0.00000      0.00000
    -3.81664  12.8      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
