          DH  INJV           Xt           Mt          XMt          NDH
     0.00751   0.1      0.00000      0.00000      0.00000      0.00000
    -0.08874   0.1      0.00000      0.00000      0.00000      0.00000
    -0.09340   0.2      0.00000      0.00000      0.00000      0.00000
    -0.22070   0.4      0.00000      0.00000      0.00000      0.00000
    -0.31532   0.8      0.00000      0.00000      0.00000      0.00000
    -0.06202   1.6      0.00000      0.00000      0.00000      0.00000
    -1.02068   3.2      0.00000      0.00000      0.00000      0.00000
    -2.64152   6.4      0.00000      0.00000      0.00000      0.00000
    -5.08090  12.8      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
