          DH  INJV           Xt           Mt          XMt          NDH
     0.28888   0.1      0.00000      0.00000      0.00000      0.00000
     0.63514   0.1      0.00000      0.00000      0.00000      0.00000
    -1.21493   0.2      0.00000      0.00000      0.00000      0.00000
     1.26886   0.4      0.00000      0.00000      0.00000      0.00000
    -4.64312   0.8      0.00000      0.00000      0.00000      0.00000
    -1.04591   1.6      0.00000      0.00000      0.00000      0.00000
   -37.21654   3.2      0.00000      0.00000      0.00000      0.00000
   -14.02557   6.4      0.00000      0.00000      0.00000      0.00000
  -156.46665  12.8      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
