DH	INJV	Xt	Mt	XMt	NDH
-677.84333	12	0	24.82	7.1776E-5	-266447.85029
-519.46268	12	0.00177	24.61317	1.4415E-4	-204191.30448
-477.68188	12	0.00352	24.40805	2.17123E-4	-187768.03601
-393.55806	12	0.00526	24.20463	2.90693E-4	-154700.4949
-334.24995	12	0.00698	24.00288	3.64862E-4	-131387.55903
-287.7369	12	0.00868	23.80279	4.39628E-4	-113104.12559
-249.13706	12	0.01038	23.60433	5.14993E-4	-97931.23481
-219.06218	12	0.01205	23.40748	5.90956E-4	-86109.34593
-193.25428	12	0.01372	23.21223	6.67517E-4	-75964.73172
-168.42682	12	0.01537	23.01855	7.44676E-4	-66205.5102
-149.07266	12	0.017	22.82643	8.22434E-4	-58597.74242
-127.83195	12	0.01862	22.63584	9.00789E-4	-50248.40972
-111.65292	12	0.02022	22.44677	9.79743E-4	-43888.72837
-95.86681	12	0.02181	22.25921	0.00106	-37683.49401
-80.52072	12	0.02338	22.07312	0.00114	-31651.22558
-70.00109	12	0.02494	21.8885	0.00122	-27516.15223
-59.14487	12	0.02648	21.70533	0.0013	-23248.76774
-49.21868	12	0.02801	21.52359	0.00138	-19346.96453
-37.1707	12	0.02953	21.34327	0.00147	-14611.12541
-25.25629	12	0.03103	21.16434	0.00155	-9927.78682
	--	0.03251	20.9868	--	
