DH	INJV	Xt	Mt	XMt	NDH
4.43923	12	0	0.03546	0.98037	89.42121
4.9614	12	0.03447	0.03516	1.96892	99.93967
5.22501	12	0.06866	0.03487	2.96563	105.24954
6.17317	12	0.10255	0.03458	3.97052	124.34884
5.9577	12	0.13616	0.03429	4.98357	120.00848
7.74473	12	0.16947	0.03401	6.0048	156.00533
10.77833	12	0.2025	0.03372	7.03419	217.11247
14.75212	12	0.23524	0.03344	8.07175	297.15819
15.23664	12	0.26768	0.03316	9.11749	306.91812
8.97767	12	0.29984	0.03289	10.17139	180.84101
7.17251	12	0.33171	0.03261	11.23346	144.47896
5.9153	12	0.36328	0.03234	12.30371	119.15439
5.37285	12	0.39457	0.03207	13.38212	108.22764
4.38544	12	0.42557	0.0318	14.4687	88.33772
4.60603	12	0.45628	0.03154	15.56345	92.78113
3.72786	12	0.4867	0.03127	16.66637	75.09181
1.42113	12	0.51683	0.03101	17.77747	28.62642
-1.29754	12	0.54667	0.03075	18.89673	-26.13695
-1.91091	12	0.57621	0.03049	20.02416	-38.49226
-2.23085	12	0.60547	0.03024	21.15976	-44.93703
	--	0.63444	0.02998	--	
