DH	INJV	Xt	Mt	XMt	NDH
-61.44009	12	0	4.137	7.20276E-5	-144388.25451
-19.71298	12	2.95495E-4	4.10253	1.44655E-4	-46326.79004
-23.0484	12	5.88507E-4	4.06834	2.17883E-4	-54165.25432
-8.47587	12	8.79035E-4	4.03443	2.91712E-4	-19918.8416
-6.61582	12	0.00117	4.0008	3.6614E-4	-15547.60516
-6.86458	12	0.00145	3.96745	4.41169E-4	-16132.21324
-5.04227	12	0.00174	3.93437	5.16798E-4	-11849.6556
-0.64545	12	0.00202	3.90156	5.93027E-4	-1516.85238
-0.08122	12	0.00229	3.86902	6.69856E-4	-190.86714
-2.04077	12	0.00257	3.83673	7.47286E-4	-4795.9326
-0.74647	12	0.00284	3.80471	8.25316E-4	-1754.24376
-1.15365	12	0.00311	3.77294	9.03946E-4	-2711.14263
-0.90945	12	0.00338	3.74143	9.83176E-4	-2137.27563
0.458	12	0.00365	3.71017	0.00106	1076.32582
-0.01698	12	0.00391	3.67915	0.00114	-39.90538
-1.68018	12	0.00417	3.64838	0.00122	-3948.53586
-1.33392	12	0.00443	3.61785	0.00131	-3134.8048
-1.98339	12	0.00469	3.58755	0.00139	-4661.1
-1.22524	12	0.00494	3.5575	0.00147	-2879.393
-1.14931	12	0.00519	3.52767	0.00155	-2700.9436
	--	0.00544	3.49808	--	
