DH	INJV	Xt	Mt	XMt	NDH
95.54372	12	0	0.1418	0.98065	481.14435
96.09584	12	0.1379	0.14062	1.96948	483.92476
95.96969	12	0.27464	0.13945	2.96647	483.28948
94.42344	12	0.41022	0.13828	3.97164	475.50277
92.38963	12	0.54464	0.13713	4.98498	465.26083
91.82295	12	0.6779	0.13599	6.00649	462.40707
91.43268	12	0.81	0.13485	7.03617	460.44177
89.79101	12	0.94095	0.13373	8.07403	452.17451
89.47633	12	1.07073	0.13261	9.12006	450.58984
86.09426	12	1.19936	0.13151	10.17426	433.55822
84.53327	12	1.32683	0.13041	11.23663	425.69731
83.33671	12	1.45314	0.12932	12.30718	419.67163
81.11628	12	1.57829	0.12824	13.38589	408.48985
79.6707	12	1.70228	0.12717	14.47278	401.21013
77.14797	12	1.82512	0.12611	15.56784	388.506
75.94927	12	1.94679	0.12505	16.67108	382.46955
73.89103	12	2.0673	0.12401	17.78248	372.10453
72.59329	12	2.18666	0.12297	18.90206	365.56932
70.60576	12	2.30486	0.12194	20.02981	355.56038
66.49186	12	2.4219	0.12091	21.16573	334.8434
	--	2.53778	0.1199	--	
