DH	INJV	Xt	Mt	XMt	NDH
-26.69786	12	0	0.1	0.08403	-2224.82202
-27.52662	12	0.00833	0.09917	0.16876	-2293.8847
-27.4306	12	0.0166	0.09834	0.2542	-2285.88364
-27.72244	12	0.02479	0.09752	0.34033	-2310.20365
-27.3682	12	0.03291	0.09671	0.42716	-2280.6834
-27.28782	12	0.04097	0.0959	0.5147	-2273.98497
-26.96096	12	0.04895	0.0951	0.60293	-2246.74677
-26.19602	12	0.05686	0.09431	0.69186	-2183.00193
-23.09562	12	0.0647	0.09352	0.7815	-1924.63469
-13.65954	12	0.07248	0.09274	0.87183	-1138.29473
-4.91594	12	0.08018	0.09197	0.96287	-409.66181
-2.50144	12	0.08781	0.0912	1.0546	-208.45324
-1.52299	12	0.09538	0.09044	1.14704	-126.91605
-1.09234	12	0.10287	0.08968	1.24017	-91.02797
-0.94632	12	0.11029	0.08893	1.33401	-78.86005
-0.74681	12	0.11764	0.08819	1.42855	-62.23395
-0.68632	12	0.12493	0.08745	1.52378	-57.19322
-0.70884	12	0.13214	0.08672	1.61972	-59.06994
-0.6501	12	0.13928	0.08599	1.71636	-54.17462
-0.74179	12	0.14636	0.08527	1.81369	-61.81577
-0.696	12	0.15336	0.08456	1.91173	-57.99995
-0.64045	12	0.16029	0.08385	2.01047	-53.37115
-0.75366	12	0.16715	0.08314	2.10991	-62.8054
	--	0.17395	0.08244	--	
