DH	INJV	Xt	Mt	XMt	NDH
-1.73519	2	0	0.05	0.01396	-1735.19165
-13.14269	12	6.96864E-4	0.04993	0.09811	-2190.44832
-13.2593	12	0.00486	0.04951	0.18295	-2209.8836
-13.25594	12	0.00898	0.0491	0.2685	-2209.32348
-13.43191	12	0.01307	0.04869	0.35475	-2238.65203
-13.35796	12	0.01713	0.04829	0.4417	-2226.32719
-13.31596	12	0.02115	0.04788	0.52935	-2219.32584
-13.36797	12	0.02514	0.04748	0.6177	-2227.99426
-13.19348	12	0.02909	0.04709	0.70676	-2198.91392
-12.77615	12	0.033	0.0467	0.79651	-2129.35855
-11.86746	12	0.03688	0.04631	0.88696	-1977.91001
-10.1069	12	0.04073	0.04592	0.97811	-1684.48343
-6.59313	12	0.04454	0.04554	1.06996	-1098.85422
-3.78202	12	0.04832	0.04516	1.16251	-630.33648
-2.36933	12	0.05206	0.04478	1.25577	-394.88775
-1.60028	12	0.05576	0.0444	1.34972	-266.71329
-1.26572	12	0.05943	0.04403	1.44437	-210.95403
-1.18644	12	0.06307	0.04366	1.53972	-197.73988
-0.92286	12	0.06667	0.0433	1.63578	-153.81027
-1.19188	12	0.07023	0.04294	1.73253	-198.64722
-0.9608	12	0.07376	0.04258	1.82998	-160.13333
-0.8085	12	0.07726	0.04222	1.92814	-134.75072
-0.91046	12	0.08072	0.04186	2.02699	-151.74331
-0.76554	12	0.08415	0.04151	2.12655	-127.58976
	--	0.08754	0.04116	--	
