DH	INJV	Xt	Mt	XMt	NDH
-1.15015	2	0	0.05	0.01396	-1150.14958
-12.34961	12	6.96864E-4	0.04993	0.09811	-2058.26773
-12.67718	12	0.00486	0.04951	0.18295	-2112.86361
-12.9453	12	0.00898	0.0491	0.2685	-2157.54962
-12.51567	12	0.01307	0.04869	0.35475	-2085.9446
-12.69375	12	0.01713	0.04829	0.4417	-2115.62433
-12.64369	12	0.02115	0.04788	0.52935	-2107.2813
-12.56841	12	0.02514	0.04748	0.6177	-2094.7354
-12.19947	12	0.02909	0.04709	0.70676	-2033.24548
-11.40434	12	0.033	0.0467	0.79651	-1900.72365
-9.46598	12	0.03688	0.04631	0.88696	-1577.66274
-6.16406	12	0.04073	0.04592	0.97811	-1027.3426
-3.64529	12	0.04454	0.04554	1.06996	-607.54814
-2.06203	12	0.04832	0.04516	1.16251	-343.67231
-1.33633	12	0.05206	0.04478	1.25577	-222.72111
-1.20335	12	0.05576	0.0444	1.34972	-200.55768
-0.81997	12	0.05943	0.04403	1.44437	-136.66112
-0.88117	12	0.06307	0.04366	1.53972	-146.86213
-0.67533	12	0.06667	0.0433	1.63578	-112.55515
-0.71515	12	0.07023	0.04294	1.73253	-119.1916
-0.58115	12	0.07376	0.04258	1.82998	-96.85777
-0.59097	12	0.07726	0.04222	1.92814	-98.49513
-0.85617	12	0.08072	0.04186	2.02699	-142.69528
-0.79188	12	0.08415	0.04151	2.12655	-131.97995
	--	0.08754	0.04116	--	
