DH	INJV	Xt	Mt	XMt	NDH
-1.27751	2	0	0.05	0.01396	-1277.51286
-10.9433	12	6.96864E-4	0.04993	0.09811	-1823.8836
-11.30704	12	0.00486	0.04951	0.18295	-1884.5072
-11.60425	12	0.00898	0.0491	0.2685	-1934.04156
-11.64527	12	0.01307	0.04869	0.35475	-1940.87768
-12.05697	12	0.01713	0.04829	0.4417	-2009.4954
-12.50447	12	0.02115	0.04788	0.52935	-2084.07798
-12.68764	12	0.02514	0.04748	0.6177	-2114.60663
-12.67141	12	0.02909	0.04709	0.70676	-2111.90232
-12.34044	12	0.033	0.0467	0.79651	-2056.74005
-11.37301	12	0.03688	0.04631	0.88696	-1895.50199
-8.80893	12	0.04073	0.04592	0.97811	-1468.1553
-4.93524	12	0.04454	0.04554	1.06996	-822.54043
-2.75973	12	0.04832	0.04516	1.16251	-459.95484
-1.60061	12	0.05206	0.04478	1.25577	-266.76797
-1.16354	12	0.05576	0.0444	1.34972	-193.92338
-0.839	12	0.05943	0.04403	1.44437	-139.83369
-0.74884	12	0.06307	0.04366	1.53972	-124.80639
-0.81285	12	0.06667	0.0433	1.63578	-135.47471
-0.78618	12	0.07023	0.04294	1.73253	-131.02922
-0.7401	12	0.07376	0.04258	1.82998	-123.3495
-0.51065	12	0.07726	0.04222	1.92814	-85.10879
-0.64241	12	0.08072	0.04186	2.02699	-107.06836
-0.56164	12	0.08415	0.04151	2.12655	-93.60662
	--	0.08754	0.04116	--	
