DH	INJV	Xt	Mt	XMt	NDH
-26.20766	12	0	0.1	0.08403	-2183.97203
-27.61225	12	0.00833	0.09917	0.16876	-2301.02059
-28.08726	12	0.0166	0.09834	0.2542	-2340.60535
-28.22256	12	0.02479	0.09752	0.34033	-2351.87968
-28.55404	12	0.03291	0.09671	0.42716	-2379.50356
-28.84038	12	0.04097	0.0959	0.5147	-2403.36524
-29.02761	12	0.04895	0.0951	0.60293	-2418.96725
-28.77882	12	0.05686	0.09431	0.69186	-2398.23495
-28.74888	12	0.0647	0.09352	0.7815	-2395.74026
-28.09764	12	0.07248	0.09274	0.87183	-2341.47041
-25.88508	12	0.08018	0.09197	0.96287	-2157.09034
-17.53705	12	0.08781	0.0912	1.0546	-1461.42082
-7.91154	12	0.09538	0.09044	1.14704	-659.29467
-3.56105	12	0.10287	0.08968	1.24017	-296.75392
-2.13832	12	0.11029	0.08893	1.33401	-178.19308
-1.51678	12	0.11764	0.08819	1.42855	-126.39868
-1.50004	12	0.12493	0.08745	1.52378	-125.00339
-1.2311	12	0.13214	0.08672	1.61972	-102.59149
-0.85366	12	0.13928	0.08599	1.71636	-71.13814
-0.66259	12	0.14636	0.08527	1.81369	-55.21548
-0.86346	12	0.15336	0.08456	1.91173	-71.95527
-0.99576	12	0.16029	0.08385	2.01047	-82.98003
-1.14886	12	0.16715	0.08314	2.10991	-95.73832
	--	0.17395	0.08244	--	
