DH	INJV	Xt	Mt	XMt	NDH
-1.71505	2	0	0.05	0.01396	-1715.05372
-13.4305	12	6.96864E-4	0.04993	0.09811	-2238.41659
-13.53399	12	0.00486	0.04951	0.18295	-2255.66581
-13.64473	12	0.00898	0.0491	0.2685	-2274.12232
-13.65472	12	0.01307	0.04869	0.35475	-2275.78619
-13.70321	12	0.01713	0.04829	0.4417	-2283.86869
-13.44388	12	0.02115	0.04788	0.52935	-2240.64687
-13.68663	12	0.02514	0.04748	0.6177	-2281.10462
-13.18407	12	0.02909	0.04709	0.70676	-2197.34572
-12.73216	12	0.033	0.0467	0.79651	-2122.02718
-11.28349	12	0.03688	0.04631	0.88696	-1880.58237
-8.09287	12	0.04073	0.04592	0.97811	-1348.81121
-4.52991	12	0.04454	0.04554	1.06996	-754.98548
-2.4525	12	0.04832	0.04516	1.16251	-408.74919
-1.57355	12	0.05206	0.04478	1.25577	-262.25827
-1.34742	12	0.05576	0.0444	1.34972	-224.57026
-1.1294	12	0.05943	0.04403	1.44437	-188.23411
-0.98013	12	0.06307	0.04366	1.53972	-163.35463
-1.21372	12	0.06667	0.0433	1.63578	-202.28698
-1.14887	12	0.07023	0.04294	1.73253	-191.47779
-1.05988	12	0.07376	0.04258	1.82998	-176.64675
-1.22309	12	0.07726	0.04222	1.92814	-203.84778
-0.93794	12	0.08072	0.04186	2.02699	-156.32277
-0.84496	12	0.08415	0.04151	2.12655	-140.82649
	--	0.08754	0.04116	--	
