DH	INJV	Xt	Mt	XMt	NDH
-1.89879	2	0	0.05	0.01396	-1898.78845
-19.52856	12	6.96864E-4	0.04993	0.09811	-3254.76038
-19.66519	12	0.00486	0.04951	0.18295	-3277.53215
-19.19897	12	0.00898	0.0491	0.2685	-3199.82893
-19.30125	12	0.01307	0.04869	0.35475	-3216.87518
-19.0956	12	0.01713	0.04829	0.4417	-3182.60069
-19.17239	12	0.02115	0.04788	0.52935	-3195.39844
-18.24167	12	0.02514	0.04748	0.6177	-3040.27824
-16.46245	12	0.02909	0.04709	0.70676	-2743.74116
-12.35498	12	0.033	0.0467	0.79651	-2059.16371
-7.50775	12	0.03688	0.04631	0.88696	-1251.29122
-4.93256	12	0.04073	0.04592	0.97811	-822.09412
-4.41029	12	0.04454	0.04554	1.06996	-735.04769
-3.88618	12	0.04832	0.04516	1.16251	-647.69716
-3.48927	12	0.05206	0.04478	1.25577	-581.54445
-3.35917	12	0.05576	0.0444	1.34972	-559.8609
-2.8263	12	0.05943	0.04403	1.44437	-471.05069
-2.95682	12	0.06307	0.04366	1.53972	-492.80262
-2.63661	12	0.06667	0.0433	1.63578	-439.4345
-2.68065	12	0.07023	0.04294	1.73253	-446.7751
-2.42601	12	0.07376	0.04258	1.82998	-404.33434
-2.53316	12	0.07726	0.04222	1.92814	-422.19393
-2.61257	12	0.08072	0.04186	2.02699	-435.42893
-2.50327	12	0.08415	0.04151	2.12655	-417.21098
	--	0.08754	0.04116	--	
