DH	INJV	Xt	Mt	XMt	NDH
-1.76755	2	0	0.05	0.01396	-1767.54765
-13.56622	12	6.96864E-4	0.04993	0.09811	-2261.03592
-13.57683	12	0.00486	0.04951	0.18295	-2262.80421
-13.47329	12	0.00898	0.0491	0.2685	-2245.54782
-13.44901	12	0.01307	0.04869	0.35475	-2241.50226
-13.42655	12	0.01713	0.04829	0.4417	-2237.75819
-13.5025	12	0.02115	0.04788	0.52935	-2250.41716
-13.34331	12	0.02514	0.04748	0.6177	-2223.88486
-13.03695	12	0.02909	0.04709	0.70676	-2172.82492
-12.56354	12	0.033	0.0467	0.79651	-2093.92269
-11.4093	12	0.03688	0.04631	0.88696	-1901.54945
-9.12679	12	0.04073	0.04592	0.97811	-1521.13173
-5.29873	12	0.04454	0.04554	1.06996	-883.12113
-2.96237	12	0.04832	0.04516	1.16251	-493.72761
-1.81695	12	0.05206	0.04478	1.25577	-302.82509
-1.45715	12	0.05576	0.0444	1.34972	-242.85867
-1.26341	12	0.05943	0.04403	1.44437	-210.56889
-0.9925	12	0.06307	0.04366	1.53972	-165.41625
-0.92934	12	0.06667	0.0433	1.63578	-154.88938
-1.01495	12	0.07023	0.04294	1.73253	-169.15904
-0.78612	12	0.07376	0.04258	1.82998	-131.01962
-0.75002	12	0.07726	0.04222	1.92814	-125.00259
-0.7009	12	0.08072	0.04186	2.02699	-116.81687
-0.71669	12	0.08415	0.04151	2.12655	-119.44873
	--	0.08754	0.04116	--	
