DH	INJV	Xt	Mt	XMt	NDH
-26.28114	12	0	0.1	0.08403	-2190.09476
-27.57175	12	0.00833	0.09917	0.16876	-2297.64553
-28.0387	12	0.0166	0.09834	0.2542	-2336.55846
-28.51806	12	0.02479	0.09752	0.34033	-2376.50496
-28.79637	12	0.03291	0.09671	0.42716	-2399.69771
-29.04159	12	0.04097	0.0959	0.5147	-2420.13265
-29.20034	12	0.04895	0.0951	0.60293	-2433.36175
-29.46531	12	0.05686	0.09431	0.69186	-2455.44262
-28.73845	12	0.0647	0.09352	0.7815	-2394.87055
-25.92018	12	0.07248	0.09274	0.87183	-2160.01487
-16.13208	12	0.08018	0.09197	0.96287	-1344.34012
-6.02402	12	0.08781	0.0912	1.0546	-502.00155
-2.64401	12	0.09538	0.09044	1.14704	-220.33387
-1.7561	12	0.10287	0.08968	1.24017	-146.34135
-1.43753	12	0.11029	0.08893	1.33401	-119.79437
-1.11157	12	0.11764	0.08819	1.42855	-92.63063
-1.18753	12	0.12493	0.08745	1.52378	-98.96092
-1.24904	12	0.13214	0.08672	1.61972	-104.08643
-1.15791	12	0.13928	0.08599	1.71636	-96.49236
-1.34609	12	0.14636	0.08527	1.81369	-112.17398
-0.91566	12	0.15336	0.08456	1.91173	-76.305
-1.21938	12	0.16029	0.08385	2.01047	-101.61486
-1.09959	12	0.16715	0.08314	2.10991	-91.63256
	--	0.17395	0.08244	--	
