DH	INJV	Xt	Mt	XMt	NDH
-260.95242	8	0	0.212	0.65971	-1304.7621
-237.28551	8	0.13908	0.21082	1.3231	-1186.42753
-235.26715	8	0.27738	0.20965	1.99015	-1176.33574
-233.27304	8	0.41491	0.20848	2.66087	-1166.36521
-234.14145	8	0.55166	0.20732	3.33526	-1170.70727
-236.07896	8	0.68762	0.20617	4.01333	-1180.39478
-234.64843	8	0.82281	0.20502	4.69506	-1173.24217
-235.97916	8	0.95723	0.20388	5.38046	-1179.89578
-238.52468	8	1.09086	0.20274	6.06954	-1192.62342
-238.79191	8	1.22372	0.20162	6.76228	-1193.95956
-241.63298	8	1.3558	0.20049	7.4587	-1208.16492
-243.83704	8	1.4871	0.19938	8.15878	-1219.18519
-245.8748	8	1.61762	0.19827	8.86254	-1229.37398
-248.31911	8	1.74736	0.19716	9.56996	-1241.59553
-249.63484	8	1.87633	0.19606	10.28106	-1248.1742
-252.05296	8	2.00452	0.19497	10.99582	-1260.26479
-254.53048	8	2.13193	0.19389	11.71426	-1272.65242
-256.70747	8	2.25856	0.1928	12.43636	-1283.53733
-258.47888	8	2.38441	0.19173	13.16214	-1292.39442
-259.4158	8	2.50949	0.19066	13.89158	-1297.07898
-262.69699	8	2.63379	0.1896	14.6247	-1313.48496
-264.41305	8	2.7573	0.18854	15.36148	-1322.06527
-264.7067	8	2.88005	0.18748	16.10194	-1323.53352
-267.36838	8	3.00201	0.18644	16.84607	-1336.84188
-269.93562	8	3.12319	0.1854	17.59386	-1349.67811
-271.19428	8	3.2436	0.18436	18.34533	-1355.97141
-272.50623	8	3.36323	0.18333	19.10047	-1362.53115
-274.6513	8	3.48208	0.1823	19.85927	-1373.25649
-275.7299	8	3.60015	0.18128	20.62175	-1378.64949
-276.24056	8	3.71745	0.18027	21.3879	-1381.2028
	--	3.83397	0.17926	--	
