DH	INJV	Xt	Mt	XMt	NDH
94.18297	3	0	0.0424	0.49392	3139.4322
159.65833	5	0.0209	0.04231	1.31943	3193.16659
157.43682	5	0.05563	0.04216	2.14779	3148.73639
157.13329	5	0.09024	0.04202	2.97903	3142.6658
155.64803	5	0.12474	0.04187	3.81313	3112.96051
154.94592	5	0.1591	0.04173	4.6501	3098.91834
154.45995	5	0.19335	0.04158	5.48994	3089.19908
154.05127	5	0.22748	0.04144	6.33264	3081.02534
153.05359	5	0.26148	0.04129	7.17822	3061.07175
152.72838	5	0.29536	0.04115	8.02666	3054.56753
151.29451	5	0.32913	0.041	8.87796	3025.89018
150.78154	5	0.36277	0.04086	9.73214	3015.63073
149.19948	5	0.39628	0.04072	10.58918	2983.98952
149.01618	5	0.42968	0.04058	11.44909	2980.32365
147.93372	5	0.46295	0.04044	12.31186	2958.6745
147.07648	5	0.49611	0.0403	13.17751	2941.52959
146.46159	5	0.52914	0.04015	14.04602	2929.23184
145.81251	5	0.56205	0.04001	14.91739	2916.25013
145.10535	5	0.59484	0.03988	15.79164	2902.10697
144.14605	5	0.62751	0.03974	16.66875	2882.92107
143.4811	5	0.66005	0.0396	17.54873	2869.6221
288.87906	10	0.69247	0.03946	19.31729	2888.79064
287.46694	10	0.75696	0.03919	21.09732	2874.66942
285.61657	10	0.82095	0.03891	22.88882	2856.16574
282.99841	10	0.88447	0.03864	24.69179	2829.9841
280.82216	10	0.94749	0.03837	26.50623	2808.22156
277.89658	10	1.01003	0.03811	28.33214	2778.96578
275.49304	10	1.07208	0.03784	30.16952	2754.93036
274.44077	10	1.13364	0.03758	32.01836	2744.40766
270.64234	10	1.19472	0.03731	33.87868	2706.42342
268.10117	10	1.25532	0.03705	35.75047	2681.01166
265.84829	10	1.31542	0.03679	37.63372	2658.48291
264.86076	10	1.37504	0.03654	39.52844	2648.60757
262.10883	10	1.43418	0.03628	41.43464	2621.08829
259.02624	10	1.49282	0.03603	43.3523	2590.26235
257.48053	10	1.55098	0.03578	45.28143	2574.80532
256.38001	10	1.60866	0.03553	47.22203	2563.80011
254.24713	10	1.66585	0.03528	49.1741	2542.47132
251.37277	10	1.72255	0.03503	51.13764	2513.72769
249.76003	10	1.77877	0.03478	53.11265	2497.60029
	--	1.8345	0.03454	--	
