DH	INJV	Xt	Mt	XMt	NDH
16.95896	8	0	0.085	0.32908	423.97398
17.16598	8	0.02782	0.08453	0.65999	429.14957
15.57643	8	0.05548	0.08406	0.99273	389.41081
14.96963	8	0.08298	0.08359	1.32731	374.24071
14.18827	8	0.11033	0.08312	1.66371	354.70683
15.93535	8	0.13752	0.08266	2.00194	398.38386
17.88021	8	0.16456	0.0822	2.34201	447.0053
23.1758	8	0.19145	0.08174	2.6839	579.39512
28.64518	8	0.21817	0.08129	3.02763	716.12955
30.96627	8	0.24474	0.08084	3.37319	774.15665
30.73995	8	0.27116	0.08039	3.72057	768.4988
30.01519	8	0.29742	0.07994	4.06979	750.37986
29.22731	8	0.32352	0.07949	4.42084	730.6827
28.84443	8	0.34947	0.07905	4.77372	721.11076
27.64748	8	0.37527	0.07861	5.12843	691.18704
27.81144	8	0.4009	0.07817	5.48497	695.28597
27.60924	8	0.42639	0.07774	5.84335	690.23097
27.55386	8	0.45171	0.0773	6.20355	688.84662
26.62371	8	0.47688	0.07687	6.56558	665.59277
25.94012	8	0.5019	0.07644	6.92945	648.5031
25.61262	8	0.52676	0.07602	7.29514	640.31549
25.49139	8	0.55146	0.07559	7.66267	637.28478
24.62567	8	0.57601	0.07517	8.03203	615.64183
24.30402	8	0.6004	0.07475	8.40321	607.60061
23.9649	8	0.62464	0.07433	8.77623	599.12258
22.95406	8	0.64872	0.07392	9.15108	573.85144
22.68528	8	0.67265	0.0735	9.52776	567.13194
21.37833	8	0.69642	0.07309	9.90627	534.45831
21.02728	8	0.72003	0.07268	10.28661	525.68202
20.9831	8	0.74349	0.07228	10.66879	524.57759
	--	0.76679	0.07187	--	
