DH	INJV	Xt	Mt	XMt	NDH
-384.37486	8	0	0.424	0.32986	-1921.87429
-390.37364	8	0.13908	0.42164	0.66155	-1951.86818
-387.04678	8	0.27738	0.4193	0.99507	-1935.2339
-383.44506	8	0.41491	0.41696	1.33044	-1917.22531
-384.32528	8	0.55166	0.41464	1.66763	-1921.62638
-385.25542	8	0.68762	0.41234	2.00666	-1926.27711
-383.80514	8	0.82281	0.41004	2.34753	-1919.02572
-383.33769	8	0.95723	0.40776	2.69023	-1916.68843
-383.23907	8	1.09086	0.40549	3.03477	-1916.19537
-383.94812	8	1.22372	0.40323	3.38114	-1919.7406
-384.8723	8	1.3558	0.40099	3.72935	-1924.36152
-385.46824	8	1.4871	0.39876	4.07939	-1927.34119
-387.08904	8	1.61762	0.39653	4.43127	-1935.44521
-389.70838	8	1.74736	0.39433	4.78498	-1948.5419
-390.88415	8	1.87633	0.39213	5.14053	-1954.42076
-393.33544	8	2.00452	0.38994	5.49791	-1966.67718
-393.87114	8	2.13193	0.38777	5.85713	-1969.35572
-392.26183	8	2.25856	0.38561	6.21818	-1961.30914
-390.77513	8	2.38441	0.38346	6.58107	-1953.87567
-389.95968	8	2.50949	0.38132	6.94579	-1949.79838
-387.56043	8	2.63379	0.37919	7.31235	-1937.80217
-385.87514	8	2.7573	0.37708	7.68074	-1929.37568
-383.27864	8	2.88005	0.37497	8.05097	-1916.39319
-379.57122	8	3.00201	0.37288	8.42303	-1897.85611
-370.99213	8	3.12319	0.37079	8.79693	-1854.96064
-363.26474	8	3.2436	0.36872	9.17266	-1816.32369
-349.40302	8	3.36323	0.36666	9.55023	-1747.01511
-329.02596	8	3.48208	0.36461	9.92964	-1645.1298
-296.42808	8	3.60015	0.36257	10.31088	-1482.14039
-320.8422	8	3.71745	0.36054	10.69395	-1604.21098
	--	3.83397	0.35852	--	
