DH	INJV	Xt	Mt	XMt	NDH
28.09883	8	0	0.54	0.259	140.49413
-60.26997	8	0.13908	0.537	0.51944	-301.34985
-139.55705	8	0.27738	0.53401	0.78132	-697.78527
-199.42173	8	0.41491	0.53104	1.04464	-997.10866
-235.30951	8	0.55166	0.52808	1.3094	-1176.54754
-255.45405	8	0.68762	0.52514	1.5756	-1277.27024
-265.91087	8	0.82281	0.52222	1.84325	-1329.55434
-271.31408	8	0.95723	0.51932	2.11233	-1356.57041
-275.83849	8	1.09086	0.51643	2.38286	-1379.19243
-277.90338	8	1.22372	0.51355	2.65482	-1389.51692
-280.94058	8	1.3558	0.51069	2.92823	-1404.7029
-282.47603	8	1.4871	0.50785	3.20308	-1412.38016
-283.782	8	1.61762	0.50502	3.47937	-1418.90998
-286.07782	8	1.74736	0.50221	3.7571	-1430.38911
-286.78991	8	1.87633	0.49941	4.03627	-1433.94954
-288.41327	8	2.00452	0.49663	4.31688	-1442.06636
-291.59874	8	2.13193	0.49386	4.59893	-1457.9937
-294.43594	8	2.25856	0.49111	4.88242	-1472.17972
-296.42675	8	2.38441	0.48837	5.16736	-1482.13376
-298.93292	8	2.50949	0.48564	5.45373	-1494.66461
-301.87158	8	2.63379	0.48293	5.74155	-1509.35791
-304.76418	8	2.7573	0.48024	6.0308	-1523.82088
-308.41075	8	2.88005	0.47756	6.3215	-1542.05373
-311.1863	8	3.00201	0.47489	6.61364	-1555.93148
-315.12607	8	3.12319	0.47224	6.90722	-1575.63037
-318.18227	8	3.2436	0.4696	7.20224	-1590.91133
-321.42403	8	3.36323	0.46697	7.4987	-1607.12015
-325.48955	8	3.48208	0.46436	7.7966	-1627.44773
-330.4703	8	3.60015	0.46176	8.09595	-1652.35152
-334.00516	8	3.71745	0.45917	8.39673	-1670.02581
	--	3.83397	0.4566	--	
