DH	INJV	Xt	Mt	XMt	NDH
8.66794	8	0	0.54	0.259	43.33972
8.10563	8	0.13908	0.537	0.51944	40.52814
10.58808	8	0.27738	0.53401	0.78132	52.94039
9.18076	8	0.41491	0.53104	1.04464	45.9038
9.1448	8	0.55166	0.52808	1.3094	45.724
8.16049	8	0.68762	0.52514	1.5756	40.80247
8.20472	8	0.82281	0.52222	1.84325	41.02358
10.30243	8	0.95723	0.51932	2.11233	51.51215
9.75067	8	1.09086	0.51643	2.38286	48.75335
7.01752	8	1.22372	0.51355	2.65482	35.0876
9.59357	8	1.3558	0.51069	2.92823	47.96783
10.62441	8	1.4871	0.50785	3.20308	53.12203
10.44746	8	1.61762	0.50502	3.47937	52.23728
11.36503	8	1.74736	0.50221	3.7571	56.82515
11.20059	8	1.87633	0.49941	4.03627	56.00297
9.95364	8	2.00452	0.49663	4.31688	49.76818
9.33965	8	2.13193	0.49386	4.59893	46.69823
11.08125	8	2.25856	0.49111	4.88242	55.40623
10.29578	8	2.38441	0.48837	5.16736	51.4789
9.3666	8	2.50949	0.48564	5.45373	46.83302
10.01231	8	2.63379	0.48293	5.74155	50.06153
10.8967	8	2.7573	0.48024	6.0308	54.48352
9.15283	8	2.88005	0.47756	6.3215	45.76413
8.92341	8	3.00201	0.47489	6.61364	44.61703
8.53477	8	3.12319	0.47224	6.90722	42.67387
8.89097	8	3.2436	0.4696	7.20224	44.45483
8.90851	8	3.36323	0.46697	7.4987	44.54257
8.94264	8	3.48208	0.46436	7.7966	44.71319
8.58838	8	3.60015	0.46176	8.09595	42.94192
8.49189	8	3.71745	0.45917	8.39673	42.45947
	--	3.83397	0.4566	--	
