DH	INJV	Xt	Mt	XMt	NDH
31.89453	8	0	0.085	0.32908	797.36336
31.0415	8	0.02782	0.08453	0.65999	776.03755
29.61165	8	0.05548	0.08406	0.99273	740.29113
28.06921	8	0.08298	0.08359	1.32731	701.73032
26.1771	8	0.11033	0.08312	1.66371	654.42746
24.51956	8	0.13752	0.08266	2.00194	612.98907
21.82602	8	0.16456	0.0822	2.34201	545.65039
20.44079	8	0.19145	0.08174	2.6839	511.01986
18.45052	8	0.21817	0.08129	3.02763	461.26306
16.2117	8	0.24474	0.08084	3.37319	405.29255
14.08286	8	0.27116	0.08039	3.72057	352.07157
12.56171	8	0.29742	0.07994	4.06979	314.04284
10.82635	8	0.32352	0.07949	4.42084	270.65873
9.38404	8	0.34947	0.07905	4.77372	234.60107
8.30943	8	0.37527	0.07861	5.12843	207.73564
7.49469	8	0.4009	0.07817	5.48497	187.36721
6.47097	8	0.42639	0.07774	5.84335	161.7742
5.07284	8	0.45171	0.0773	6.20355	126.82101
4.05767	8	0.47688	0.07687	6.56558	101.44178
2.78512	8	0.5019	0.07644	6.92945	69.6281
1.69014	8	0.52676	0.07602	7.29514	42.25355
1.05646	8	0.55146	0.07559	7.66267	26.41144
-0.31624	8	0.57601	0.07517	8.03203	-7.90598
-1.40624	8	0.6004	0.07475	8.40321	-35.15596
-2.20291	8	0.62464	0.07433	8.77623	-55.0728
-3.31267	8	0.64872	0.07392	9.15108	-82.81675
-4.18239	8	0.67265	0.0735	9.52776	-104.55963
-5.03384	8	0.69642	0.07309	9.90627	-125.84592
-5.83569	8	0.72003	0.07268	10.28661	-145.89235
-6.81082	8	0.74349	0.07228	10.66879	-170.27044
	--	0.76679	0.07187	--	
