DH	INJV	Xt	Mt	XMt	NDH
25.68809	8	0	0.085	0.32908	642.2023
22.83339	8	0.02782	0.08453	0.65999	570.83479
19.62229	8	0.05548	0.08406	0.99273	490.55734
16.73643	8	0.08298	0.08359	1.32731	418.41087
15.45373	8	0.11033	0.08312	1.66371	386.34336
14.29278	8	0.13752	0.08266	2.00194	357.31944
13.65851	8	0.16456	0.0822	2.34201	341.46285
13.76522	8	0.19145	0.08174	2.6839	344.13046
13.04732	8	0.21817	0.08129	3.02763	326.183
13.5135	8	0.24474	0.08084	3.37319	337.83739
13.82612	8	0.27116	0.08039	3.72057	345.65302
13.95145	8	0.29742	0.07994	4.06979	348.78628
13.3015	8	0.32352	0.07949	4.42084	332.53745
13.39361	8	0.34947	0.07905	4.77372	334.84014
13.46205	8	0.37527	0.07861	5.12843	336.55123
13.00472	8	0.4009	0.07817	5.48497	325.11809
12.72168	8	0.42639	0.07774	5.84335	318.0419
12.6678	8	0.45171	0.0773	6.20355	316.69492
12.73578	8	0.47688	0.07687	6.56558	318.39452
12.59643	8	0.5019	0.07644	6.92945	314.91075
12.42216	8	0.52676	0.07602	7.29514	310.554
12.14241	8	0.55146	0.07559	7.66267	303.56027
11.94215	8	0.57601	0.07517	8.03203	298.5537
11.62532	8	0.6004	0.07475	8.40321	290.63301
11.54968	8	0.62464	0.07433	8.77623	288.74208
11.82387	8	0.64872	0.07392	9.15108	295.59664
11.65053	8	0.67265	0.0735	9.52776	291.26337
11.84405	8	0.69642	0.07309	9.90627	296.10113
11.70688	8	0.72003	0.07268	10.28661	292.67202
11.56693	8	0.74349	0.07228	10.66879	289.17326
	--	0.76679	0.07187	--	
