DH	INJV	Xt	Mt	XMt	NDH
-104.57257	8	0	0.54	0.259	-522.86286
-114.68692	8	0.13908	0.537	0.51944	-573.43458
-121.11265	8	0.27738	0.53401	0.78132	-605.56323
-127.19027	8	0.41491	0.53104	1.04464	-635.95135
-133.2223	8	0.55166	0.52808	1.3094	-666.11148
-137.93482	8	0.68762	0.52514	1.5756	-689.67411
-144.36294	8	0.82281	0.52222	1.84325	-721.81472
-150.9795	8	0.95723	0.51932	2.11233	-754.89751
-156.26082	8	1.09086	0.51643	2.38286	-781.30408
-161.92825	8	1.22372	0.51355	2.65482	-809.64123
-166.81344	8	1.3558	0.51069	2.92823	-834.0672
-171.99886	8	1.4871	0.50785	3.20308	-859.99429
-177.4941	8	1.61762	0.50502	3.47937	-887.47049
-182.26774	8	1.74736	0.50221	3.7571	-911.33871
-186.87477	8	1.87633	0.49941	4.03627	-934.37384
-192.27013	8	2.00452	0.49663	4.31688	-961.35067
-196.87764	8	2.13193	0.49386	4.59893	-984.38821
-201.20987	8	2.25856	0.49111	4.88242	-1006.04934
-205.83356	8	2.38441	0.48837	5.16736	-1029.16781
-210.65176	8	2.50949	0.48564	5.45373	-1053.25879
-215.44984	8	2.63379	0.48293	5.74155	-1077.24919
-219.04841	8	2.7573	0.48024	6.0308	-1095.24203
-223.32912	8	2.88005	0.47756	6.3215	-1116.64559
-227.81107	8	3.00201	0.47489	6.61364	-1139.05537
-230.54176	8	3.12319	0.47224	6.90722	-1152.7088
-235.32523	8	3.2436	0.4696	7.20224	-1176.62613
-238.90435	8	3.36323	0.46697	7.4987	-1194.52175
-244.00454	8	3.48208	0.46436	7.7966	-1220.02269
-245.38011	8	3.60015	0.46176	8.09595	-1226.90055
-251.44413	8	3.71745	0.45917	8.39673	-1257.22066
	--	3.83397	0.4566	--	
