time	cp
2	-0.00332
4	-0.00325
6	-0.00262
8	-0.00221
10	-0.00213
12	-0.00255
14	-0.00189
16	-0.00154
18	-0.0015
20	-8.69243E-4
22	-1.43883E-4
24	1.0476E-5
26	-0.00115
28	-9.45805E-4
30	-3.96446E-4
32	-2.60866E-5
34	-3.97727E-4
36	-4.83368E-4
38	-5.47008E-4
40	-0.00142
42	-1.4029E-4
44	0.00131
46	0.00275
48	0.00182
50	9.86148E-4
52	3.07507E-4
54	-1.57133E-4
56	-2.19774E-4
58	4.06585E-4
60	9.98945E-4
62	1.3304E-5
64	9.03663E-4
66	0.02441
68	0.09138
70	0.19049
72	0.31172
74	0.43953
76	0.56103
78	0.67701
80	0.78257
82	0.87688
84	0.95556
86	0.99543
88	0.98391
90	0.9342
92	0.865
94	0.78842
96	0.7096
98	0.6338
100	0.56243
102	0.49733
104	0.43862
106	0.38511
108	0.3378
110	0.29574
112	0.25904
114	0.22721
116	0.19977
118	0.17505
120	0.15485
122	0.13689
124	0.12146
126	0.10822
128	0.09752
130	0.0874
132	0.07814
134	0.0702
136	0.0643
138	0.05883
140	0.0538
142	0.0497
144	0.04574
146	0.04192
148	0.03827
150	0.035
152	0.03276
154	0.03002
156	0.02789
158	0.0271
160	0.02544
162	0.02269
164	0.01937
166	0.01827
168	0.01743
170	0.01695
172	0.01681
174	0.01595
176	0.01365
178	0.01383
180	0.01449
182	0.01408
184	0.01287
186	0.01144
188	0.01114
190	0.00971
192	0.00815
194	0.00667
196	0.00578
198	0.0059
200	0.00661
202	0.00574
204	0.00529
206	0.005
208	0.00444
210	0.00456
212	0.0042
214	0.00447
216	0.00431
218	0.0035
220	0.00341
222	0.00335
224	0.00381
226	0.00358
228	0.00368
230	0.00324
232	0.00301
234	0.00325
236	0.00324
238	0.00373
240	0.00371
242	0.00339
244	0.00324
246	0.00154
248	6.87978E-4
250	-8.90941E-6
252	2.20327E-6
254	0.00148
256	0.00207
258	0.0017
260	0.00164
262	0.00265
264	0.00209
266	0.00101
268	-1.61895E-4
270	-7.52827E-4
272	2.78247E-4
274	2.45321E-4
276	-7.05604E-4
278	-1.15303E-5
280	9.73544E-4
282	0.0011
284	0.00232
286	0.00277
288	0.00401
290	0.02868
292	0.09382
294	0.19295
296	0.30985
298	0.42983
300	0.54592
302	0.65622
304	0.75501
306	0.84325
308	0.91519
310	0.95351
312	0.94697
314	0.90286
316	0.83951
318	0.7671
320	0.69348
322	0.6207
324	0.55305
326	0.49025
328	0.432
330	0.38118
332	0.33515
334	0.29371
336	0.25902
338	0.22778
340	0.1993
342	0.17489
344	0.15432
346	0.13735
348	0.12089
350	0.10783
352	0.09744
354	0.08781
356	0.07874
358	0.07063
360	0.06397
362	0.0573
364	0.05231
366	0.04805
368	0.04568
370	0.04234
372	0.0396
374	0.03706
376	0.03419
378	0.0309
380	0.02863
382	0.02658
384	0.02457
386	0.02239
388	0.02091
390	0.01862
392	0.01734
394	0.0153
396	0.0136
398	0.01164
400	0.01
402	0.0099
404	0.00979
406	0.00964
408	0.00824
410	0.00755
412	0.00769
414	0.00748
416	0.00636
418	0.00534
420	0.00476
422	0.00491
424	0.00557
426	0.0052
428	0.00456
430	0.0043
432	0.00364
434	0.00326
436	0.00306
438	0.00323
440	0.00322
442	0.00275
444	0.00313
446	0.00247
448	0.00247
450	0.00269
452	0.00279
454	0.00193
456	0.00124
458	0.00196
460	0.00177
462	7.85271E-4
464	0.00113
466	0.00116
468	9.42309E-4
470	0.00104
472	0.00123
474	0.00132
476	8.96361E-4
478	0.00101
480	0.00136
482	0.00123
484	6.51858E-4
486	4.92444E-4
488	-5.6097E-4
490	-7.19384E-4
492	5.23202E-4
494	8.77885E-5
496	2.20375E-4
498	-4.38039E-4
500	-9.68453E-4
502	-2.00867E-4
504	3.02719E-4
506	-2.02695E-4
508	3.94891E-4
510	-4.43754E-4
512	8.90071E-4
514	0.0232
516	0.08164
518	0.17307
520	0.28342
522	0.39771
524	0.50803
