DH	INJV	Xt	Mt	XMt	NDH
15.44312	8	0	0.085	0.32908	386.07796
16.59179	8	0.02782	0.08453	0.65999	414.79472
16.96571	8	0.05548	0.08406	0.99273	424.14275
17.71719	8	0.08298	0.08359	1.32731	442.92986
18.63534	8	0.11033	0.08312	1.66371	465.88344
20.00669	8	0.13752	0.08266	2.00194	500.16719
22.51544	8	0.16456	0.0822	2.34201	562.8859
25.60339	8	0.19145	0.08174	2.6839	640.08481
28.84901	8	0.21817	0.08129	3.02763	721.22533
31.83328	8	0.24474	0.08084	3.37319	795.83189
33.27757	8	0.27116	0.08039	3.72057	831.93937
34.0408	8	0.29742	0.07994	4.06979	851.02004
33.34706	8	0.32352	0.07949	4.42084	833.67638
32.98731	8	0.34947	0.07905	4.77372	824.68283
32.23889	8	0.37527	0.07861	5.12843	805.97228
30.97776	8	0.4009	0.07817	5.48497	774.44404
29.92765	8	0.42639	0.07774	5.84335	748.19124
28.73445	8	0.45171	0.0773	6.20355	718.36127
27.82363	8	0.47688	0.07687	6.56558	695.59065
26.82397	8	0.5019	0.07644	6.92945	670.59913
26.59893	8	0.52676	0.07602	7.29514	664.97321
25.52708	8	0.55146	0.07559	7.66267	638.17712
24.65917	8	0.57601	0.07517	8.03203	616.47916
24.18099	8	0.6004	0.07475	8.40321	604.52465
22.92644	8	0.62464	0.07433	8.77623	573.16106
22.45811	8	0.64872	0.07392	9.15108	561.45265
21.73537	8	0.67265	0.0735	9.52776	543.38437
21.49143	8	0.69642	0.07309	9.90627	537.28569
20.73975	8	0.72003	0.07268	10.28661	518.49385
19.97536	8	0.74349	0.07228	10.66879	499.38407
	--	0.76679	0.07187	--	
