DH	INJV	Xt	Mt	XMt	NDH
38.21911	8	0	0.085	0.32908	955.47786
32.30316	8	0.02782	0.08453	0.65999	807.57909
28.56238	8	0.05548	0.08406	0.99273	714.05939
25.4437	8	0.08298	0.08359	1.32731	636.09241
22.96219	8	0.11033	0.08312	1.66371	574.05485
22.92117	8	0.13752	0.08266	2.00194	573.02928
20.59202	8	0.16456	0.0822	2.34201	514.80039
20.79194	8	0.19145	0.08174	2.6839	519.79862
19.80046	8	0.21817	0.08129	3.02763	495.0114
21.18827	8	0.24474	0.08084	3.37319	529.70664
21.46537	8	0.27116	0.08039	3.72057	536.63436
21.13228	8	0.29742	0.07994	4.06979	528.30698
21.36192	8	0.32352	0.07949	4.42084	534.04806
20.79489	8	0.34947	0.07905	4.77372	519.87222
20.94797	8	0.37527	0.07861	5.12843	523.69936
20.46199	8	0.4009	0.07817	5.48497	511.54968
20.12045	8	0.42639	0.07774	5.84335	503.01119
19.99653	8	0.45171	0.0773	6.20355	499.9133
19.81865	8	0.47688	0.07687	6.56558	495.46623
19.5833	8	0.5019	0.07644	6.92945	489.58241
19.42631	8	0.52676	0.07602	7.29514	485.6577
18.84266	8	0.55146	0.07559	7.66267	471.06646
18.81898	8	0.57601	0.07517	8.03203	470.47438
18.87378	8	0.6004	0.07475	8.40321	471.84446
18.58301	8	0.62464	0.07433	8.77623	464.57519
18.2457	8	0.64872	0.07392	9.15108	456.1425
17.88073	8	0.67265	0.0735	9.52776	447.01836
17.81048	8	0.69642	0.07309	9.90627	445.26197
17.75545	8	0.72003	0.07268	10.28661	443.88618
17.38023	8	0.74349	0.07228	10.66879	434.50564
	--	0.76679	0.07187	--	
