DH	INJV	Xt	Mt	XMt	NDH
-35.62964	8	0	0.212	0.26389	-445.37049
-41.66587	8	0.05563	0.21082	0.52924	-520.8234
-41.00446	8	0.11095	0.20965	0.79606	-512.55576
-41.53186	8	0.16596	0.20848	1.06435	-519.14819
-41.82121	8	0.22066	0.20732	1.33411	-522.7651
-41.3928	8	0.27505	0.20617	1.60533	-517.40998
-42.10414	8	0.32913	0.20502	1.87802	-526.3017
-42.20246	8	0.38289	0.20388	2.15219	-527.5307
-44.13034	8	0.43634	0.20274	2.42782	-551.62924
-44.65828	8	0.48949	0.20162	2.70491	-558.22851
-46.86783	8	0.54232	0.20049	2.98348	-585.84785
-46.24995	8	0.59484	0.19938	3.26351	-578.1244
-47.94722	8	0.64705	0.19827	3.54501	-599.34019
-47.78949	8	0.69895	0.19716	3.82798	-597.36862
-49.32076	8	0.75053	0.19606	4.11242	-616.50954
-49.49571	8	0.80181	0.19497	4.39833	-618.69636
-49.49904	8	0.85277	0.19389	4.6857	-618.73799
-50.64887	8	0.90342	0.1928	4.97454	-633.11092
-51.07284	8	0.95376	0.19173	5.26485	-638.41051
-52.81337	8	1.0038	0.19066	5.55663	-660.16717
-52.9922	8	1.05351	0.1896	5.84988	-662.40246
-53.20469	8	1.10292	0.18854	6.14459	-665.05858
-53.91823	8	1.15202	0.18748	6.44078	-673.97786
-55.75332	8	1.2008	0.18644	6.73843	-696.91646
-56.00875	8	1.24928	0.1854	7.03755	-700.10943
-55.69465	8	1.29744	0.18436	7.33813	-696.18307
-56.60506	8	1.34529	0.18333	7.64019	-707.56325
-57.57071	8	1.39283	0.1823	7.94371	-719.63389
-57.54918	8	1.44006	0.18128	8.2487	-719.36474
-58.36892	8	1.48698	0.18027	8.55516	-729.61149
	--	1.53359	0.17926	--	
