          DH  INJV           Xt           Mt          XMt          NDH
     1.15614  10.0      0.00000      0.00000      0.00000      0.00000
     1.26727  10.0      0.00000      0.00000      0.00000      0.00000
     2.19357  10.0      0.00000      0.00000      0.00000      0.00000
     1.07972  10.0      0.00000      0.00000      0.00000      0.00000
    -0.59389  10.0      0.00000      0.00000      0.00000      0.00000
    -0.46389  10.0      0.00000      0.00000      0.00000      0.00000
    -0.37242  10.0      0.00000      0.00000      0.00000      0.00000
     0.71661  10.0      0.00000      0.00000      0.00000      0.00000
     0.86622  10.0      0.00000      0.00000      0.00000      0.00000
     1.23682  10.0      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
