DH	INJV	Xt	Mt	XMt	NDH
-0.38164	10	0	1	0.00703	-38.16419
-0.97733	10	0.00699	0.99301	0.01412	-97.73274
-0.4699	10	0.01392	0.98608	0.02125	-46.9903
-1.2382	10	0.02081	0.97919	0.02843	-123.81954
-0.52322	10	0.02765	0.97235	0.03566	-52.32246
-0.44349	10	0.03443	0.96556	0.04294	-44.34906
-0.29398	10	0.04117	0.95881	0.05027	-29.39807
-0.42302	10	0.04786	0.95211	0.05765	-42.30234
-0.15504	10	0.05451	0.94545	0.06508	-15.50354
-0.05131	10	0.0611	0.93884	0.07255	-5.13144
-0.10219	10	0.06764	0.93228	0.08008	-10.21937
-0.72244	10	0.07413	0.92576	0.08765	-72.24449
-0.4241	10	0.08058	0.91928	0.09528	-42.40997
-0.51797	10	0.08697	0.91285	0.10295	-51.79673
-0.7414	10	0.09332	0.90645	0.11067	-74.14021
-0.49063	10	0.09962	0.90011	0.11844	-49.06348
-0.80832	10	0.10587	0.8938	0.12626	-80.83218
-0.69442	10	0.11206	0.88754	0.13413	-69.44172
-0.62902	10	0.11821	0.88131	0.14205	-62.90194
-0.35288	10	0.12431	0.87513	0.15002	-35.28794
-0.33004	10	0.13037	0.86899	0.15804	-33.00352
-0.54116	10	0.13637	0.86289	0.1661	-54.11609
-0.23081	10	0.14232	0.85683	0.17422	-23.08059
-0.37971	10	0.14823	0.8508	0.18238	-37.97109
	--	0.15408	0.84482	--	
