DH	INJV	Xt	Mt	XMt	NDH
0.88488	10	0	1	0.00703	88.48829
0.78288	10	0.00699	0.99301	0.01412	78.2875
0.64144	10	0.01392	0.98608	0.02125	64.14353
0.62122	10	0.02081	0.97919	0.02843	62.12193
1.00667	10	0.02765	0.97235	0.03566	100.66693
0.78724	10	0.03443	0.96556	0.04294	78.72425
0.86783	10	0.04117	0.95881	0.05027	86.78256
0.27193	10	0.04786	0.95211	0.05765	27.19348
0.34021	10	0.05451	0.94545	0.06508	34.02053
0.18747	10	0.0611	0.93884	0.07255	18.74667
0.10077	10	0.06764	0.93228	0.08008	10.07693
0.32386	10	0.07413	0.92576	0.08765	32.38623
0.81969	10	0.08058	0.91928	0.09528	81.96907
0.75395	10	0.08697	0.91285	0.10295	75.39513
0.80736	10	0.09332	0.90645	0.11067	80.73592
0.7705	10	0.09962	0.90011	0.11844	77.04968
0.8324	10	0.10587	0.8938	0.12626	83.24039
0.74105	10	0.11206	0.88754	0.13413	74.1046
0.36261	10	0.11821	0.88131	0.14205	36.26071
0.46473	10	0.12431	0.87513	0.15002	46.47338
0.39009	10	0.13037	0.86899	0.15804	39.00867
0.40918	10	0.13637	0.86289	0.1661	40.91786
0.35828	10	0.14232	0.85683	0.17422	35.82796
0.35113	10	0.14823	0.8508	0.18238	35.11327
	--	0.15408	0.84482	--	
