          DH  INJV           Xt           Mt          XMt          NDH
    -0.19056   0.2      0.00000      0.00000      0.00000      0.00000
    -1.87794   3.0      0.00000      0.00000      0.00000      0.00000
    -1.79126   3.0      0.00000      0.00000      0.00000      0.00000
    -1.63280   3.0      0.00000      0.00000      0.00000      0.00000
    -1.52892   3.0      0.00000      0.00000      0.00000      0.00000
    -1.40993   3.0      0.00000      0.00000      0.00000      0.00000
    -1.32967   3.0      0.00000      0.00000      0.00000      0.00000
    -1.20838   3.0      0.00000      0.00000      0.00000      0.00000
    -1.12856   3.0      0.00000      0.00000      0.00000      0.00000
    -1.08224   3.0      0.00000      0.00000      0.00000      0.00000
    -0.99996   3.0      0.00000      0.00000      0.00000      0.00000
        --           0.00000      0.00000 --
